Processed Iteration 50,episodic return -33.56187057825371, reward_pressure: 1.0
Processed Iteration 100,episodic return 981.5203460056443, reward_pressure: 1.0
Processed Iteration 150,episodic return 1884.0557089974784, reward_pressure: 1.0
Processed Iteration 200,episodic return 2056.8376051846108, reward_pressure: 1.0
Processed Iteration 250,episodic return 2644.6230243815635, reward_pressure: 1.0
Processed Iteration 300,episodic return 3649.175552543085, reward_pressure: 1.0
Processed Iteration 350,episodic return 3958.175617711625, reward_pressure: 1.0
Processed Iteration 400,episodic return 3932.349629445578, reward_pressure: 0.9730000000000009
Processed Iteration 450,episodic return 3940.3011787750424, reward_pressure: 0.9609999999999996
Processed Iteration 500,episodic return 4122.390995844351, reward_pressure: 0.9980000000000001
Processed Iteration 550,episodic return 4450.698291162013, reward_pressure: 0.9920000000000004
Processed Iteration 600,episodic return 4583.065712760895, reward_pressure: 1.0
Processed Iteration 650,episodic return 4597.425397391526, reward_pressure: 1.0
Processed Iteration 700,episodic return 4541.991757510873, reward_pressure: 1.0
Processed Iteration 750,episodic return 4783.328687347714, reward_pressure: 0.9660000000000007
Processed Iteration 800,episodic return 4444.543358623275, reward_pressure: 0.9159999999999989
Processed Iteration 850,episodic return 4321.223176190358, reward_pressure: 0.866000000000001
Processed Iteration 900,episodic return 4829.879751677169, reward_pressure: 0.8399999999999999
Processed Iteration 950,episodic return 4884.567430952157, reward_pressure: 0.8889999999999998
Processed Iteration 1000,episodic return 4937.543311749809, reward_pressure: 0.8389999999999997
Processed Iteration 1050,episodic return 4958.13843625999, reward_pressure: 0.8390000000000007
Processed Iteration 1100,episodic return 4446.7589792924455, reward_pressure: 0.8390000000000009
Processed Iteration 1150,episodic return 4927.623823584904, reward_pressure: 0.8219999999999996
Processed Iteration 1200,episodic return 4972.419519213252, reward_pressure: 0.8360000000000007
Processed Iteration 1250,episodic return 4942.047359464552, reward_pressure: 0.8470000000000009
Processed Iteration 1300,episodic return 4997.75519743664, reward_pressure: 0.9399999999999997
Processed Iteration 1350,episodic return 4907.781428071682, reward_pressure: 0.8899999999999997
Processed Iteration 1400,episodic return 4936.153142345669, reward_pressure: 0.8399999999999999
Processed Iteration 1450,episodic return 4870.85619414775, reward_pressure: 0.7900000000000003
Processed Iteration 1500,episodic return 4894.002149978685, reward_pressure: 0.7400000000000003
Processed Iteration 1550,episodic return 4850.812826914818, reward_pressure: 0.6899999999999993
Processed Iteration 1600,episodic return 4792.632606369237, reward_pressure: 0.6399999999999997
Processed Iteration 1650,episodic return 4615.498239870943, reward_pressure: 0.5900000000000003
Processed Iteration 1700,episodic return 4407.456213426763, reward_pressure: 0.5399999999999998
Processed Iteration 1750,episodic return 4565.240675303193, reward_pressure: 0.48999999999999977
Processed Iteration 1800,episodic return 4552.487108850884, reward_pressure: 0.4399999999999992
Processed Iteration 1850,episodic return 4666.9882853918125, reward_pressure: 0.3900000000000001
Processed Iteration 1900,episodic return 4578.047965065501, reward_pressure: 0.33999999999999964
Processed Iteration 1950,episodic return 4594.055666154125, reward_pressure: 0.2899999999999996
Processed Iteration 2000,episodic return 4682.111562630128, reward_pressure: 0.2399999999999997
