Processed Iteration 50,episodic return -184.0554128244834, reward_pressure: 0.0
Processed Iteration 100,episodic return 500.2621741321537, reward_pressure: 0.0
Processed Iteration 150,episodic return 1790.0964576004842, reward_pressure: 0.0
Processed Iteration 200,episodic return 2226.9819667935067, reward_pressure: 0.0
Processed Iteration 250,episodic return 2424.5388095233566, reward_pressure: 0.0
Processed Iteration 300,episodic return 2670.58247411925, reward_pressure: 0.0
Processed Iteration 350,episodic return 2938.1562493116503, reward_pressure: 0.0
Processed Iteration 400,episodic return 3009.1482605413685, reward_pressure: 0.0
Processed Iteration 450,episodic return 3240.7686303158403, reward_pressure: 0.0
Processed Iteration 500,episodic return 3231.6879184748705, reward_pressure: 0.0
Processed Iteration 550,episodic return 3369.7965076147543, reward_pressure: 0.0
Processed Iteration 600,episodic return 3374.214724425801, reward_pressure: 0.0
Processed Iteration 650,episodic return 3410.978398519369, reward_pressure: 0.0
Processed Iteration 700,episodic return 3416.1028547186606, reward_pressure: 0.0
Processed Iteration 750,episodic return 3475.2345463954407, reward_pressure: 0.0
Processed Iteration 800,episodic return 3536.6346376269967, reward_pressure: 0.0
Processed Iteration 850,episodic return 3512.083381709674, reward_pressure: 0.0
Processed Iteration 900,episodic return 3478.1638455301045, reward_pressure: 0.0
Processed Iteration 950,episodic return 3442.3523063214543, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3397.3368607157518, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3331.97791181342, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3410.888389671073, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3243.560370048675, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3235.2518702091056, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3226.7267984321584, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3226.637814562724, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3345.997746777692, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3404.332125703656, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3282.651750261189, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3276.226016244895, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3229.605947664465, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3320.3326711923078, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3258.0209274717595, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3091.3613720692047, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3224.864263644404, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3157.7637942387605, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3375.039074251075, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3383.9832507343713, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3428.1477416099374, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3403.016893580812, reward_pressure: 0.0
