Processed Iteration 50,episodic return -278.62914223937327, reward_pressure: 0.0
Processed Iteration 100,episodic return -65.72510974469287, reward_pressure: 0.0
Processed Iteration 150,episodic return 382.0516111966726, reward_pressure: 0.0
Processed Iteration 200,episodic return 954.6319137216307, reward_pressure: 0.0
Processed Iteration 250,episodic return 1236.623909528458, reward_pressure: 0.0
Processed Iteration 300,episodic return 1739.817761464112, reward_pressure: 0.0
Processed Iteration 350,episodic return 1880.7569240615608, reward_pressure: 0.0
Processed Iteration 400,episodic return 1932.2469978999143, reward_pressure: 0.0
Processed Iteration 450,episodic return 2716.832179238195, reward_pressure: 0.0
Processed Iteration 500,episodic return 2636.567180982522, reward_pressure: 0.0
Processed Iteration 550,episodic return 2961.4598406503897, reward_pressure: 0.0
Processed Iteration 600,episodic return 3504.7098054054763, reward_pressure: 0.0
Processed Iteration 650,episodic return 3076.1506988790916, reward_pressure: 0.0
Processed Iteration 700,episodic return 3482.4353411082966, reward_pressure: 0.0
Processed Iteration 750,episodic return 3226.2431844363573, reward_pressure: 0.0
Processed Iteration 800,episodic return 3052.819766896576, reward_pressure: 0.0
Processed Iteration 850,episodic return 3150.121656796956, reward_pressure: 0.0
Processed Iteration 900,episodic return 2264.762654335911, reward_pressure: 0.0
Processed Iteration 950,episodic return 3114.4102178495964, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2951.016797798569, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3105.964542976036, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3298.9331669116327, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3142.200986143617, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2950.20061397169, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2910.252204609492, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2775.6935817726135, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3643.204880940966, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3543.663638077556, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2965.683616860699, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3032.2993307500037, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3163.0563644355366, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3039.3192984805773, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3446.2327973795364, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3047.6117169150566, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3179.1936504513783, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3642.7182921605213, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3538.6757163262782, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3243.292272448866, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3522.5279939102948, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3556.3874629307825, reward_pressure: 0.0
