Processed Iteration 50,episodic return 2.7648836742021285, reward_pressure: 0.0
Processed Iteration 100,episodic return -0.9812828380453799, reward_pressure: 0.0
Processed Iteration 150,episodic return 192.11454201059573, reward_pressure: 0.0
Processed Iteration 200,episodic return 380.1969370954423, reward_pressure: 0.0
Processed Iteration 250,episodic return 523.2072372820342, reward_pressure: 0.0
Processed Iteration 300,episodic return 914.9951926521576, reward_pressure: 0.0
Processed Iteration 350,episodic return 958.365178825988, reward_pressure: 0.0
Processed Iteration 400,episodic return 1037.3078880066755, reward_pressure: 0.0
Processed Iteration 450,episodic return 1245.1182651106155, reward_pressure: 0.0
Processed Iteration 500,episodic return 1269.4104191217716, reward_pressure: 0.0
Processed Iteration 550,episodic return 1329.9701072526382, reward_pressure: 0.0
Processed Iteration 600,episodic return 1340.225269280396, reward_pressure: 0.0
Processed Iteration 650,episodic return 1434.6056539186227, reward_pressure: 0.0
Processed Iteration 700,episodic return 1374.2890282086323, reward_pressure: 0.0
Processed Iteration 750,episodic return 1371.4242731800578, reward_pressure: 0.0
Processed Iteration 800,episodic return 1406.2088938761087, reward_pressure: 0.0
Processed Iteration 850,episodic return 1364.23514512209, reward_pressure: 0.0
Processed Iteration 900,episodic return 1412.3514831319408, reward_pressure: 0.0
Processed Iteration 950,episodic return 1506.0754771050756, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1534.9365118507455, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1534.5554021884675, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1494.9552771563094, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1567.331368402832, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1565.1564164637466, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1478.117500907226, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1459.8041334227528, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1587.34365906754, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1418.7156253594005, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1510.2862238003138, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1549.4830191025505, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1614.3638789431664, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1603.8944826917466, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1633.9308431156373, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1584.9695936504631, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1656.8183037258027, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1657.1608765520784, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1626.5736647182368, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1679.1286696612724, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1628.3238935301085, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1655.5239104670698, reward_pressure: 0.0
