Processed Iteration 50,episodic return 45.563894365786844, reward_pressure: 0.0
Processed Iteration 100,episodic return 49.796974854403544, reward_pressure: 0.0
Processed Iteration 150,episodic return 48.38231552851254, reward_pressure: 0.0
Processed Iteration 200,episodic return 61.10777612661092, reward_pressure: 0.0
Processed Iteration 250,episodic return 61.20992606318825, reward_pressure: 0.0
Processed Iteration 300,episodic return 55.554496140010706, reward_pressure: 0.0
Processed Iteration 350,episodic return 50.40203603997225, reward_pressure: 0.0
Processed Iteration 400,episodic return 47.97896985346705, reward_pressure: 0.0
Processed Iteration 450,episodic return 48.34526163873517, reward_pressure: 0.0
Processed Iteration 500,episodic return 47.20297466965814, reward_pressure: 0.0
Processed Iteration 550,episodic return 49.94331067613043, reward_pressure: 0.0
Processed Iteration 600,episodic return 50.737813132289105, reward_pressure: 0.0
Processed Iteration 650,episodic return 51.541104373976594, reward_pressure: 0.0
Processed Iteration 700,episodic return 50.55054629833914, reward_pressure: 0.0
Processed Iteration 750,episodic return 51.258513066386115, reward_pressure: 0.0
Processed Iteration 800,episodic return 51.03825543973192, reward_pressure: 0.0
Processed Iteration 850,episodic return 51.05348411138295, reward_pressure: 0.0
Processed Iteration 900,episodic return 50.369632128909394, reward_pressure: 0.0
Processed Iteration 950,episodic return 49.80395887877634, reward_pressure: 0.0
Processed Iteration 1000,episodic return 51.10495630334623, reward_pressure: 0.0
Processed Iteration 1050,episodic return 49.85742780845242, reward_pressure: 0.0
Processed Iteration 1100,episodic return 49.025742159250115, reward_pressure: 0.0
Processed Iteration 1150,episodic return 50.43859528005224, reward_pressure: 0.0
Processed Iteration 1200,episodic return 50.20634506729409, reward_pressure: 0.0
Processed Iteration 1250,episodic return 48.851444857248424, reward_pressure: 0.0
Processed Iteration 1300,episodic return 50.20623711861618, reward_pressure: 0.0
Processed Iteration 1350,episodic return 50.4423787770584, reward_pressure: 0.0
Processed Iteration 1400,episodic return 48.894681497717905, reward_pressure: 0.0
Processed Iteration 1450,episodic return 47.988947677575815, reward_pressure: 0.0
Processed Iteration 1500,episodic return 50.19264937242821, reward_pressure: 0.0
Processed Iteration 1550,episodic return 49.282259597937525, reward_pressure: 0.0
Processed Iteration 1600,episodic return 49.84184206230323, reward_pressure: 0.0
Processed Iteration 1650,episodic return 49.088600382828226, reward_pressure: 0.0
Processed Iteration 1700,episodic return 50.38084475665586, reward_pressure: 0.0
Processed Iteration 1750,episodic return 54.120786906228474, reward_pressure: 0.0
Processed Iteration 1800,episodic return 53.958967029126, reward_pressure: 0.0
Processed Iteration 1850,episodic return 53.03738358409536, reward_pressure: 0.0
Processed Iteration 1900,episodic return 54.132450988838755, reward_pressure: 0.0
Processed Iteration 1950,episodic return 53.67696755382621, reward_pressure: 0.0
Processed Iteration 2000,episodic return 53.63308128227507, reward_pressure: 0.0
