Processed Iteration 50,episodic return 70.44135152191078, reward_pressure: 0.0
Processed Iteration 100,episodic return 69.33334312433055, reward_pressure: 0.0
Processed Iteration 150,episodic return 73.76006815263653, reward_pressure: 0.0
Processed Iteration 200,episodic return 73.1204571194661, reward_pressure: 0.0
Processed Iteration 250,episodic return 65.7789228266139, reward_pressure: 0.0
Processed Iteration 300,episodic return 38.98035760985411, reward_pressure: 0.0
Processed Iteration 350,episodic return 36.72995527779553, reward_pressure: 0.0
Processed Iteration 400,episodic return 36.27778673963589, reward_pressure: 0.0
Processed Iteration 450,episodic return 35.676021477030446, reward_pressure: 0.0
Processed Iteration 500,episodic return 42.79451715122125, reward_pressure: 0.0
Processed Iteration 550,episodic return 50.248710089675626, reward_pressure: 0.0
Processed Iteration 600,episodic return 45.799598064406325, reward_pressure: 0.0
Processed Iteration 650,episodic return 50.86760829117652, reward_pressure: 0.0
Processed Iteration 700,episodic return 39.374092575801036, reward_pressure: 0.0
Processed Iteration 750,episodic return 40.994483272296854, reward_pressure: 0.0
Processed Iteration 800,episodic return 42.42578835818838, reward_pressure: 0.0
Processed Iteration 850,episodic return 35.83879079014546, reward_pressure: 0.0
Processed Iteration 900,episodic return 40.437120180239994, reward_pressure: 0.0
Processed Iteration 950,episodic return 40.65948068003069, reward_pressure: 0.0
Processed Iteration 1000,episodic return 56.748495649202226, reward_pressure: 0.0
Processed Iteration 1050,episodic return 59.16538507081649, reward_pressure: 0.0
Processed Iteration 1100,episodic return 58.48528885556408, reward_pressure: 0.0
Processed Iteration 1150,episodic return 59.375189288993596, reward_pressure: 0.0
Processed Iteration 1200,episodic return 59.54628530279943, reward_pressure: 0.0
Processed Iteration 1250,episodic return 66.11666880646672, reward_pressure: 0.0
Processed Iteration 1300,episodic return 73.11652960498598, reward_pressure: 0.0
Processed Iteration 1350,episodic return 90.41526064409541, reward_pressure: 0.0
Processed Iteration 1400,episodic return 103.77888588814074, reward_pressure: 0.0
Processed Iteration 1450,episodic return 121.76119322346185, reward_pressure: 0.0
Processed Iteration 1500,episodic return 123.3646461880881, reward_pressure: 0.0
Processed Iteration 1550,episodic return 120.82918845846494, reward_pressure: 0.0
Processed Iteration 1600,episodic return 140.95417020932467, reward_pressure: 0.0
Processed Iteration 1650,episodic return 146.22028718710436, reward_pressure: 0.0
Processed Iteration 1700,episodic return 157.22342025441714, reward_pressure: 0.0
Processed Iteration 1750,episodic return 199.99764613130236, reward_pressure: 0.0
Processed Iteration 1800,episodic return 219.54983617614408, reward_pressure: 0.0
Processed Iteration 1850,episodic return 268.48304856975807, reward_pressure: 0.0
Processed Iteration 1900,episodic return 348.0586142380912, reward_pressure: 0.0
Processed Iteration 1950,episodic return 339.6808516788897, reward_pressure: 0.0
Processed Iteration 2000,episodic return 334.73247005000644, reward_pressure: 0.0
