Processed Iteration 50,episodic return 100.93189474918263, reward_pressure: 0.0
Processed Iteration 100,episodic return 122.60088803620972, reward_pressure: 0.0
Processed Iteration 150,episodic return 143.53372834061997, reward_pressure: 0.0
Processed Iteration 200,episodic return 140.9280813753825, reward_pressure: 0.0
Processed Iteration 250,episodic return 154.33321257835686, reward_pressure: 0.0
Processed Iteration 300,episodic return 211.33453055811034, reward_pressure: 0.0
Processed Iteration 350,episodic return 156.76124662324318, reward_pressure: 0.0
Processed Iteration 400,episodic return 165.261947042504, reward_pressure: 0.0
Processed Iteration 450,episodic return 287.6426202900712, reward_pressure: 0.0
Processed Iteration 500,episodic return 322.2947790492557, reward_pressure: 0.0
Processed Iteration 550,episodic return 352.4855689201473, reward_pressure: 0.0
Processed Iteration 600,episodic return 399.4475959767022, reward_pressure: 0.0
Processed Iteration 650,episodic return 282.7635381945919, reward_pressure: 0.0
Processed Iteration 700,episodic return 272.47302845402237, reward_pressure: 0.0
Processed Iteration 750,episodic return 331.29703897962725, reward_pressure: 0.0
Processed Iteration 800,episodic return 288.62600150940085, reward_pressure: 0.0
Processed Iteration 850,episodic return 212.00393318639942, reward_pressure: 0.0
Processed Iteration 900,episodic return 210.22804770813815, reward_pressure: 0.0
Processed Iteration 950,episodic return 169.54860947258135, reward_pressure: 0.0
Processed Iteration 1000,episodic return 193.55278629853328, reward_pressure: 0.0
Processed Iteration 1050,episodic return 195.0034487290659, reward_pressure: 0.0
Processed Iteration 1100,episodic return 220.05739844905003, reward_pressure: 0.0
Processed Iteration 1150,episodic return 205.97173104024273, reward_pressure: 0.0
Processed Iteration 1200,episodic return 225.54529062258737, reward_pressure: 0.0
Processed Iteration 1250,episodic return 209.58966658686074, reward_pressure: 0.0
Processed Iteration 1300,episodic return 237.57262186405129, reward_pressure: 0.0
Processed Iteration 1350,episodic return 215.55900252881568, reward_pressure: 0.0
Processed Iteration 1400,episodic return 203.25194277886945, reward_pressure: 0.0
Processed Iteration 1450,episodic return 218.1393526769497, reward_pressure: 0.0
Processed Iteration 1500,episodic return 209.6159133099397, reward_pressure: 0.0
Processed Iteration 1550,episodic return 274.8686200523569, reward_pressure: 0.0
Processed Iteration 1600,episodic return 222.08318906192653, reward_pressure: 0.0
Processed Iteration 1650,episodic return 237.94333806144448, reward_pressure: 0.0
Processed Iteration 1700,episodic return 218.74485991122197, reward_pressure: 0.0
Processed Iteration 1750,episodic return 276.3795448739768, reward_pressure: 0.0
Processed Iteration 1800,episodic return 258.18919380447323, reward_pressure: 0.0
Processed Iteration 1850,episodic return 272.94274673543083, reward_pressure: 0.0
Processed Iteration 1900,episodic return 213.88473700326486, reward_pressure: 0.0
Processed Iteration 1950,episodic return 230.58497087669966, reward_pressure: 0.0
Processed Iteration 2000,episodic return 251.17370362403014, reward_pressure: 0.0
