Processed Iteration 50,episodic return 8.319265410524089, reward_pressure: 0.0
Processed Iteration 100,episodic return 8.174551196350375, reward_pressure: 0.0
Processed Iteration 150,episodic return 71.76892481405848, reward_pressure: 0.0
Processed Iteration 200,episodic return 291.5666875285526, reward_pressure: 0.0
Processed Iteration 250,episodic return 346.01762524663945, reward_pressure: 0.0
Processed Iteration 300,episodic return 344.84558448082214, reward_pressure: 0.0
Processed Iteration 350,episodic return 347.1818670455455, reward_pressure: 0.0
Processed Iteration 400,episodic return 371.4322034661, reward_pressure: 0.0
Processed Iteration 450,episodic return 389.66636072948546, reward_pressure: 0.0
Processed Iteration 500,episodic return 409.4034291052965, reward_pressure: 0.0
Processed Iteration 550,episodic return 421.0384697126215, reward_pressure: 0.0
Processed Iteration 600,episodic return 615.6866885613687, reward_pressure: 0.0
Processed Iteration 650,episodic return 864.4949963567373, reward_pressure: 0.0
Processed Iteration 700,episodic return 838.0274972109169, reward_pressure: 0.0
Processed Iteration 750,episodic return 668.3444082902573, reward_pressure: 0.0
Processed Iteration 800,episodic return 609.4340925409415, reward_pressure: 0.0
Processed Iteration 850,episodic return 817.7765343766484, reward_pressure: 0.0
Processed Iteration 900,episodic return 762.711883837878, reward_pressure: 0.0
Processed Iteration 950,episodic return 1301.7930449366604, reward_pressure: 0.0
Processed Iteration 1000,episodic return 1837.8319804782793, reward_pressure: 0.0
Processed Iteration 1050,episodic return 1685.0390986589796, reward_pressure: 0.0
Processed Iteration 1100,episodic return 1714.1997535314722, reward_pressure: 0.0
Processed Iteration 1150,episodic return 1560.273701201538, reward_pressure: 0.0
Processed Iteration 1200,episodic return 1872.697123317102, reward_pressure: 0.0
Processed Iteration 1250,episodic return 1943.760440428415, reward_pressure: 0.0
Processed Iteration 1300,episodic return 1762.9224999083465, reward_pressure: 0.0
Processed Iteration 1350,episodic return 1541.6200790569333, reward_pressure: 0.0
Processed Iteration 1400,episodic return 1228.4821193826947, reward_pressure: 0.0
Processed Iteration 1450,episodic return 1875.3744161988088, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1701.5524005785521, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1535.4226933091754, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1021.4703497052699, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1522.881181591544, reward_pressure: 0.0
Processed Iteration 1700,episodic return 1841.5796604385055, reward_pressure: 0.0
Processed Iteration 1750,episodic return 1451.6139955002245, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2059.045699793658, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1868.9316036546522, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2011.076280585614, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1939.0135037232149, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1141.4157573017321, reward_pressure: 0.0
Processed Iteration 2050,episodic return 936.4660856233938, reward_pressure: 0.0
Processed Iteration 2100,episodic return 946.8953277092655, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1017.1672256749994, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1524.5951560413396, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1572.8264660085092, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1490.2213070228704, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1337.405369842953, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1530.305280825227, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1386.3163397745416, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1391.598346663369, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1500.4829228716583, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1753.2823421621165, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1920.5635208753, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1644.1458109103194, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1808.2749146960105, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1386.3501866765916, reward_pressure: 0.0
Processed Iteration 2850,episodic return 1433.37802762079, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1623.125726444267, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1674.7073083580271, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1524.3119885707172, reward_pressure: 0.0
