Processed Iteration 50,episodic return 110.42432412572249, reward_pressure: 0.0
Processed Iteration 100,episodic return 125.72827267550622, reward_pressure: 0.0
Processed Iteration 150,episodic return 137.24980224712635, reward_pressure: 0.0
Processed Iteration 200,episodic return 135.92376733731186, reward_pressure: 0.0
Processed Iteration 250,episodic return 125.3587501405902, reward_pressure: 0.0
Processed Iteration 300,episodic return 184.16559074204915, reward_pressure: 0.0
Processed Iteration 350,episodic return 115.2421873124951, reward_pressure: 0.0
Processed Iteration 400,episodic return 111.38169710458249, reward_pressure: 0.0
Processed Iteration 450,episodic return 113.69132890748251, reward_pressure: 0.0
Processed Iteration 500,episodic return 127.79211739343543, reward_pressure: 0.0
Processed Iteration 550,episodic return 131.53063859584682, reward_pressure: 0.0
Processed Iteration 600,episodic return 119.86817267022921, reward_pressure: 0.0
Processed Iteration 650,episodic return 142.29728536640977, reward_pressure: 0.0
Processed Iteration 700,episodic return 120.57112864144139, reward_pressure: 0.0
Processed Iteration 750,episodic return 133.12595630513388, reward_pressure: 0.0
Processed Iteration 800,episodic return 122.94704097209647, reward_pressure: 0.0
Processed Iteration 850,episodic return 119.8446942124995, reward_pressure: 0.0
Processed Iteration 900,episodic return 131.04176424310114, reward_pressure: 0.0
Processed Iteration 950,episodic return 150.20898427272405, reward_pressure: 0.0
Processed Iteration 1000,episodic return 143.17890481169513, reward_pressure: 0.0
Processed Iteration 1050,episodic return 159.61686948239696, reward_pressure: 0.0
Processed Iteration 1100,episodic return 202.27672548427762, reward_pressure: 0.0
Processed Iteration 1150,episodic return 235.11491892349713, reward_pressure: 0.0
Processed Iteration 1200,episodic return 306.10221292519293, reward_pressure: 0.0
Processed Iteration 1250,episodic return 301.0626337495184, reward_pressure: 0.0
Processed Iteration 1300,episodic return 324.53789855947457, reward_pressure: 0.0
Processed Iteration 1350,episodic return 341.28843039884043, reward_pressure: 0.0
Processed Iteration 1400,episodic return 312.88928032142815, reward_pressure: 0.0
Processed Iteration 1450,episodic return 312.77702220575037, reward_pressure: 0.0
Processed Iteration 1500,episodic return 274.183322336062, reward_pressure: 0.0
Processed Iteration 1550,episodic return 200.31951900828625, reward_pressure: 0.0
Processed Iteration 1600,episodic return 331.47721712966035, reward_pressure: 0.0
Processed Iteration 1650,episodic return 308.31721752086816, reward_pressure: 0.0
Processed Iteration 1700,episodic return 336.67474145019906, reward_pressure: 0.0
Processed Iteration 1750,episodic return 349.6839405626331, reward_pressure: 0.0
Processed Iteration 1800,episodic return 376.54548073538103, reward_pressure: 0.0
Processed Iteration 1850,episodic return 241.75062483259225, reward_pressure: 0.0
Processed Iteration 1900,episodic return 309.2183367809223, reward_pressure: 0.0
Processed Iteration 1950,episodic return 358.60863926786476, reward_pressure: 0.0
Processed Iteration 2000,episodic return 414.7142896275546, reward_pressure: 0.0
