Processed Iteration 50,episodic return 50.940365373544125, reward_pressure: 0.0
Processed Iteration 100,episodic return 39.73197016782248, reward_pressure: 0.0
Processed Iteration 150,episodic return 42.474794715575854, reward_pressure: 0.0
Processed Iteration 200,episodic return 58.728023618206606, reward_pressure: 0.0
Processed Iteration 250,episodic return 85.07492722736144, reward_pressure: 0.0
Processed Iteration 300,episodic return 111.07122918513795, reward_pressure: 0.0
Processed Iteration 350,episodic return 91.59552146091664, reward_pressure: 0.0
Processed Iteration 400,episodic return 65.25007017964396, reward_pressure: 0.0
Processed Iteration 450,episodic return 60.95007403511053, reward_pressure: 0.0
Processed Iteration 500,episodic return 70.98668832650506, reward_pressure: 0.0
Processed Iteration 550,episodic return 71.72011573847114, reward_pressure: 0.0
Processed Iteration 600,episodic return 73.56156446248416, reward_pressure: 0.0
Processed Iteration 650,episodic return 61.87886715155293, reward_pressure: 0.0
Processed Iteration 700,episodic return 48.33911693262167, reward_pressure: 0.0
Processed Iteration 750,episodic return 49.049446536926, reward_pressure: 0.0
Processed Iteration 800,episodic return 50.543556548839, reward_pressure: 0.0
Processed Iteration 850,episodic return 61.35210535450332, reward_pressure: 0.0
Processed Iteration 900,episodic return 54.71567753421079, reward_pressure: 0.0
Processed Iteration 950,episodic return 55.5977102056235, reward_pressure: 0.0
Processed Iteration 1000,episodic return 52.900977725003074, reward_pressure: 0.0
Processed Iteration 1050,episodic return 49.20377581914425, reward_pressure: 0.0
Processed Iteration 1100,episodic return 50.863447736101726, reward_pressure: 0.0
Processed Iteration 1150,episodic return 46.978323973809985, reward_pressure: 0.0
Processed Iteration 1200,episodic return 46.0816346304266, reward_pressure: 0.0
Processed Iteration 1250,episodic return 50.54950266418307, reward_pressure: 0.0
Processed Iteration 1300,episodic return 49.664023592286924, reward_pressure: 0.0
Processed Iteration 1350,episodic return 55.43888361250317, reward_pressure: 0.0
Processed Iteration 1400,episodic return 49.37942823616114, reward_pressure: 0.0
Processed Iteration 1450,episodic return 51.98376109341134, reward_pressure: 0.0
Processed Iteration 1500,episodic return 47.26130879074364, reward_pressure: 0.0
Processed Iteration 1550,episodic return 50.210430814843505, reward_pressure: 0.0
Processed Iteration 1600,episodic return 47.56529896858993, reward_pressure: 0.0
Processed Iteration 1650,episodic return 47.167887021697325, reward_pressure: 0.0
Processed Iteration 1700,episodic return 47.996440178373234, reward_pressure: 0.0
Processed Iteration 1750,episodic return 42.34283393414967, reward_pressure: 0.0
Processed Iteration 1800,episodic return 43.10500762758618, reward_pressure: 0.0
Processed Iteration 1850,episodic return 44.87126728360577, reward_pressure: 0.0
Processed Iteration 1900,episodic return 47.16513616689043, reward_pressure: 0.0
Processed Iteration 1950,episodic return 39.31298087057186, reward_pressure: 0.0
Processed Iteration 2000,episodic return 30.57357211063147, reward_pressure: 0.0
