Processed Iteration 50,episodic return -42.18832225806886, reward_pressure: 0.0
Processed Iteration 100,episodic return 549.4884259749523, reward_pressure: 0.0
Processed Iteration 150,episodic return 869.7975888931604, reward_pressure: 0.0
Processed Iteration 200,episodic return 1061.4420238999821, reward_pressure: 0.0
Processed Iteration 250,episodic return 1364.3468156380457, reward_pressure: 0.0
Processed Iteration 300,episodic return 1772.3114335402372, reward_pressure: 0.0
Processed Iteration 350,episodic return 2030.7594626746309, reward_pressure: 0.0
Processed Iteration 400,episodic return 2261.290479230221, reward_pressure: 0.0
Processed Iteration 450,episodic return 2494.998041361632, reward_pressure: 0.0
Processed Iteration 500,episodic return 2593.8731036159484, reward_pressure: 0.0
Processed Iteration 550,episodic return 2465.215361196444, reward_pressure: 0.0
Processed Iteration 600,episodic return 2455.1262657408342, reward_pressure: 0.0
Processed Iteration 650,episodic return 2531.1146060495007, reward_pressure: 0.0
Processed Iteration 700,episodic return 2557.163486100803, reward_pressure: 0.0
Processed Iteration 750,episodic return 2567.102143989922, reward_pressure: 0.0
Processed Iteration 800,episodic return 2495.210457780386, reward_pressure: 0.0
Processed Iteration 850,episodic return 2494.4273320751295, reward_pressure: 0.0
Processed Iteration 900,episodic return 2463.170468465205, reward_pressure: 0.0
Processed Iteration 950,episodic return 2535.135042957993, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2653.191456217533, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2556.1619459222143, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2600.0947507693263, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2592.2300894841333, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2615.3982697123506, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2661.176163296537, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2676.4284132760363, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2630.2234934977478, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2708.445172033813, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2711.5458551234733, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2727.9002962747313, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2568.9015688226464, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2720.079657911023, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2670.281400078577, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2639.9951380616712, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2724.3274328320886, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2741.4149577747494, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2656.228149384005, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2671.3863991354365, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2703.1472984199313, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2715.3703609186214, reward_pressure: 0.0
