Processed Iteration 50,episodic return 12.7, reward_pressure: 0.0
Processed Iteration 100,episodic return 14.2, reward_pressure: 0.0
Processed Iteration 150,episodic return 63.82, reward_pressure: 0.0
Processed Iteration 200,episodic return 75.94, reward_pressure: 0.0
Processed Iteration 250,episodic return 59.0, reward_pressure: 0.0
Processed Iteration 300,episodic return 73.64, reward_pressure: 0.0
Processed Iteration 350,episodic return 54.76, reward_pressure: 0.0
Processed Iteration 400,episodic return 44.72, reward_pressure: 0.0
Processed Iteration 450,episodic return 46.78, reward_pressure: 0.0
Processed Iteration 500,episodic return 45.92, reward_pressure: 0.0
Processed Iteration 550,episodic return 45.18, reward_pressure: 0.0
Processed Iteration 600,episodic return 48.98, reward_pressure: 0.0
Processed Iteration 650,episodic return 47.98, reward_pressure: 0.0
Processed Iteration 700,episodic return 48.02, reward_pressure: 0.0
Processed Iteration 750,episodic return 49.14, reward_pressure: 0.0
Processed Iteration 800,episodic return 48.16, reward_pressure: 0.0
Processed Iteration 850,episodic return 47.64, reward_pressure: 0.0
Processed Iteration 900,episodic return 48.26, reward_pressure: 0.0
Processed Iteration 950,episodic return 48.52, reward_pressure: 0.0
Processed Iteration 1000,episodic return 49.14, reward_pressure: 0.0
