Processed Iteration 50,episodic return -15.77451456710305, reward_pressure: 0.0
Processed Iteration 100,episodic return 1062.2475683991636, reward_pressure: 0.0
Processed Iteration 150,episodic return 1686.7316392903404, reward_pressure: 0.0
Processed Iteration 200,episodic return 2376.136932330997, reward_pressure: 0.0
Processed Iteration 250,episodic return 3041.9522249359998, reward_pressure: 0.0
Processed Iteration 300,episodic return 3748.0999653263343, reward_pressure: 0.0
Processed Iteration 350,episodic return 3787.5544921442674, reward_pressure: 0.0
Processed Iteration 400,episodic return 3805.2505096241016, reward_pressure: 0.0
Processed Iteration 450,episodic return 4032.2182737345343, reward_pressure: 0.0
Processed Iteration 500,episodic return 4194.654730458726, reward_pressure: 0.0
Processed Iteration 550,episodic return 4219.561332989907, reward_pressure: 0.0
Processed Iteration 600,episodic return 4179.57197376902, reward_pressure: 0.0
Processed Iteration 650,episodic return 4016.4089867094885, reward_pressure: 0.0
Processed Iteration 700,episodic return 3844.5179434755205, reward_pressure: 0.0
Processed Iteration 750,episodic return 3820.489635553309, reward_pressure: 0.0
Processed Iteration 800,episodic return 3872.8828442855433, reward_pressure: 0.0
Processed Iteration 850,episodic return 3969.4956411428966, reward_pressure: 0.0
Processed Iteration 900,episodic return 4087.405879890276, reward_pressure: 0.0
Processed Iteration 950,episodic return 3967.918699712403, reward_pressure: 0.0
Processed Iteration 1000,episodic return 3886.3576599712023, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3782.0275524181366, reward_pressure: 0.0
Processed Iteration 1100,episodic return 3895.5402053727394, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3734.6314674831056, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3777.0133612648688, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3530.601774389137, reward_pressure: 0.0
Processed Iteration 1300,episodic return 3571.139937675806, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3773.8431138189785, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3780.3926524150675, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3887.4062104078084, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3799.1259036353213, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3843.871690922706, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3720.3121672367556, reward_pressure: 0.0
Processed Iteration 1650,episodic return 3676.27281143947, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3589.601015937924, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3838.2625333356145, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3888.8723605757255, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3855.6143108118767, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3882.061660243937, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3821.950651346036, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3672.3388439065657, reward_pressure: 0.0
