Processed Iteration 50,episodic return -152.47361981627873, reward_pressure: 0.0
Processed Iteration 100,episodic return 756.8362959633695, reward_pressure: 0.0
Processed Iteration 150,episodic return 1633.2275762525203, reward_pressure: 0.0
Processed Iteration 200,episodic return 2138.3913852588316, reward_pressure: 0.0
Processed Iteration 250,episodic return 2143.064563813504, reward_pressure: 0.0
Processed Iteration 300,episodic return 2253.5365615043297, reward_pressure: 0.0
Processed Iteration 350,episodic return 2404.2454080982898, reward_pressure: 0.0
Processed Iteration 400,episodic return 2190.4175439323717, reward_pressure: 0.0
Processed Iteration 450,episodic return 2368.9320759243965, reward_pressure: 0.0
Processed Iteration 500,episodic return 2228.6213014753857, reward_pressure: 0.0
Processed Iteration 550,episodic return 2392.974622687841, reward_pressure: 0.0
Processed Iteration 600,episodic return 2415.7381922287827, reward_pressure: 0.0
Processed Iteration 650,episodic return 2459.859568549643, reward_pressure: 0.0
Processed Iteration 700,episodic return 2648.043304596861, reward_pressure: 0.0
Processed Iteration 750,episodic return 2396.269315260528, reward_pressure: 0.0
Processed Iteration 800,episodic return 2566.7034522925755, reward_pressure: 0.0
Processed Iteration 850,episodic return 2550.2785077034805, reward_pressure: 0.0
Processed Iteration 900,episodic return 2489.7312038081095, reward_pressure: 0.0
Processed Iteration 950,episodic return 2489.2713117674757, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2574.794192625685, reward_pressure: 0.0
Processed Iteration 1050,episodic return 2525.953006791886, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2568.243252485848, reward_pressure: 0.0
Processed Iteration 1150,episodic return 2505.2714918353736, reward_pressure: 0.0
Processed Iteration 1200,episodic return 2549.7061110243485, reward_pressure: 0.0
Processed Iteration 1250,episodic return 2536.784942842878, reward_pressure: 0.0
Processed Iteration 1300,episodic return 2552.102535222139, reward_pressure: 0.0
Processed Iteration 1350,episodic return 2617.5458321036417, reward_pressure: 0.0
Processed Iteration 1400,episodic return 2509.964148359266, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2582.879994462179, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2594.5008655018737, reward_pressure: 0.0
Processed Iteration 1550,episodic return 2434.3558839257694, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2535.2422213258087, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2581.8585422112064, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2516.5019979997755, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2536.6662514322907, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2546.757273645992, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2560.2567631186366, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2408.083154003268, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2529.2178354283246, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2553.370461676946, reward_pressure: 0.0
